optimizer,graph_id,p,energy,prob_opt,time,nit,nfev
SLSQP,0,2,-4.936260205914286,0.004978513385427698,0.3860214159358293,13,82
SLSQP,0,3,-6.622454327867638,0.43729283388306367,0.8582162919919938,15,132
SLSQP,0,4,-8.057081288173526,0.9051113007125067,2.0941584169631824,25,257
SLSQP,0,5,-8.400349467904993,0.9249012725897642,4.6290047080256045,39,475
SLSQP,0,6,-8.751453915939504,0.9808233371757467,18.586815583053976,116,1568
SLSQP,0,7,-6.300157106054029,0.08044759737205284,12.55501216603443,56,907
SLSQP,0,8,-8.99998108275771,0.999997452564376,48.482029125094414,179,3144
SLSQP,0,9,-8.996729950918624,0.999006890462607,27.68476550001651,81,1612
SLSQP,0,10,-8.992747321470441,0.9987291675256073,79.38403620803729,192,4141
SLSQP,0,11,-8.998683420938987,0.9993829297194526,95.12475125002675,192,4544
SLSQP,0,12,-8.999937708260227,0.9999743202591334,59.4020487080561,99,2580
SLSQP,0,13,-8.982425996764146,0.9975257365938401,276.52469308301806,419,11462
SLSQP,0,14,-8.98503666431165,0.9948838206715699,198.39267900004052,263,7753
SLSQP,0,15,-8.907176185504087,0.975529033556432,204.21704141702503,238,7506
SLSQP,1,1,-3.035091803801821,0.07364103768597062,0.13970545795746148,13,47
SLSQP,1,2,-3.996911304555246,0.2913307195807606,0.5550239159492776,21,120
SLSQP,1,3,-2.954279335784466,0.06281937241292856,0.929478167090565,19,147
SLSQP,1,4,-2.956905090019558,0.06195550944997058,1.7921119160018861,23,225
SLSQP,1,5,-4.274339209841691,0.42449922705832,6.954507249989547,63,723
SLSQP,1,6,-4.491250691594315,0.5626629137386068,19.649453709018417,131,1740
SLSQP,1,7,-4.473859964120478,0.5615753827632852,23.47703758405987,115,1772
SLSQP,1,8,-4.623277155763449,0.6955264322426105,26.91061374999117,106,1848
SLSQP,1,9,-4.66528048038488,0.7195900519268619,37.888582375016995,120,2335
SLSQP,1,10,-4.719165993650643,0.8000545481078051,34.41382587491535,88,1897
SLSQP,1,11,-4.772244930852499,0.8219405719066748,83.70898637501523,181,4227
SLSQP,1,12,-4.928620101470903,0.9413166716030629,162.27475816593505,300,7569
SLSQP,1,13,-4.9541910501651785,0.9637012066452478,119.75537495804019,190,5192
SLSQP,1,14,-4.9853834299538775,0.9879057412950245,211.61765808297787,286,8373
SLSQP,1,15,-4.95411747850463,0.9652774425637356,286.274636792019,346,10832
SLSQP,2,1,-2.745308951965926,0.032049825310386686,0.10909658297896385,9,34
SLSQP,2,2,-3.6148829080104647,0.12826355461201727,0.8099792080465704,28,161
SLSQP,2,3,-3.363694915619732,0.12573079244349988,1.6235565420938656,31,238
SLSQP,2,4,-2.2387794004453405,0.017436465603242326,2.5237375830765814,30,292
SLSQP,2,5,-4.002458043590897,0.22415598388395275,13.875450790976174,116,1325
SLSQP,2,6,-3.830480795060702,0.1810688161017221,8.646967416978441,52,704
SLSQP,2,7,-4.234470903539522,0.3032037264991012,24.576423833030276,113,1738
SLSQP,2,8,-4.224142931842351,0.2935892026261143,34.77186845801771,125,2182
SLSQP,2,9,-4.3101473957898175,0.3652469938359248,42.074206582969055,122,2368
SLSQP,2,10,-4.587674285193172,0.6567639571849448,51.66369020799175,121,2601
SLSQP,2,11,-4.533984231666691,0.590476006212421,64.38528729195241,127,2969
SLSQP,2,12,-4.533352607276352,0.5942614115504175,238.65768508298788,403,10177
SLSQP,2,13,-4.824669178775084,0.8740507776643852,80.02519758301787,115,3161
SLSQP,2,14,-4.864856819255578,0.8972508683711673,108.26791854202747,139,4101
SLSQP,2,15,-4.937147141633135,0.9580876096437358,141.35595054202713,160,5031
SLSQP,3,1,-1.8956419854934223,0.048627470192307634,0.16070995898917317,10,44
SLSQP,3,2,-2.6310994353942196,0.180930160049652,0.5049196250038221,14,86
SLSQP,3,3,-2.8000016862861496,0.2383441082868544,1.4347289169672877,22,178
SLSQP,3,4,-3.1214308043295356,0.3241558786410982,4.425790249952115,45,433
SLSQP,3,5,-3.1375036133720693,0.39469885289546347,12.200502416933887,85,983
SLSQP,3,6,-3.177948845057671,0.3347963258155554,20.06003904202953,102,1370
SLSQP,3,7,-3.591835532095289,0.7664056589763848,26.08744862501044,101,1559
SLSQP,3,8,-3.797963139226475,0.8996702775227181,18.486465291003697,54,959
SLSQP,3,9,-3.6504781462384264,0.7888194490945518,79.43518154101912,190,3689
SLSQP,3,10,-3.923226143352606,0.9632899988018391,66.63045466691256,128,2749
SLSQP,3,11,-3.958752728174349,0.9811511946603906,160.92887816694565,256,5982
SLSQP,3,12,-3.746498185625083,0.916991065981408,129.2636912089074,175,4466
SLSQP,3,13,-3.9841837422457798,0.9960555578437619,192.9427830419736,225,6181
SLSQP,3,14,-3.9213640633142486,0.9721819079354194,252.278959041927,256,7532
SLSQP,3,15,-3.991135954297766,0.996743143494365,359.75494508305565,321,10054
SLSQP,4,1,-0.8343908030397441,0.04647812644596144,0.17983483406715095,9,36
SLSQP,4,2,0.6468705498796203,0.09042113138686361,0.7495705409673974,14,94
SLSQP,4,3,-1.471098394601595,0.0934056353511729,4.186212499975227,50,381
