optimizer,graph_id,p,energy,prob_opt,time,nit,nfev
CG,0,1,-0.7850893441816589,0.0,1.159994600000573,0,495
CG,0,2,-0.0479842235354833,0.0,2.2227222000001348,1,752
CG,0,3,-2.877497795866586,0.00390625,3.168559699999605,2,872
CG,0,4,1.6314039332975612,0.0,5.042092499999853,0,1185
CG,0,5,-1.4015623671980095,0.0048828125,6.6743054999997184,1,1351
CG,0,6,0.9286758817440336,0.0,8.63330059999953,2,1573
CG,0,7,-0.1912104777901394,0.0,15.387248,0,2118
CG,0,8,-0.2296169498209029,0.0,18.47564469999997,4,2651
CG,0,9,0.0112413736339752,0.0,21.710431299999986,3,2941
CG,0,10,0.8904385292745751,0.0,42.14887239999916,8,5344
CG,0,11,-0.8875110395477255,0.0029296875,26.89564350000001,0,3158
CG,0,12,-0.7124922747969283,0.0,46.62236010000015,5,4991
CG,0,13,-0.1164362053767888,0.001953125,30.177607100000387,1,2550
CG,0,14,-0.3217359913966829,0.0009765625,38.43666799999937,0,3636
CG,0,15,-0.6881298352366353,0.0,48.19902400000046,0,4037
CG,1,1,-1.286292793587547,0.005859375,1.7638553999995563,5,683
CG,1,2,-0.944335609158889,0.0166015625,1.913752999999815,1,595
CG,1,3,0.1654254371249996,0.0029296875,4.153935600000295,1,1077
CG,1,4,0.6221962535884721,0.0009765625,4.628581099999792,2,1032
CG,1,5,-0.3505329183691539,0.0029296875,7.55912889999945,0,1476
CG,1,6,-0.5080645601593181,0.0029296875,9.837613100000452,0,1716
CG,1,7,-0.7872622391833279,0.0068359375,9.860171700000135,1,1551
CG,1,8,-0.4482230828645615,0.0029296875,13.46909289999985,3,1923
CG,1,9,-0.7468310782539426,0.01171875,19.245251300000746,0,2537
CG,1,10,-0.4272673944062515,0.0029296875,25.57400200000029,2,3119
CG,1,11,-0.5208868406465919,0.0107421875,25.76761080000051,1,2915
CG,1,12,-0.5244591723642977,0.0048828125,23.620683399999507,1,2500
CG,1,13,-0.698596716427646,0.0029296875,29.916741799999727,1,2971
CG,1,14,-0.5818446991568722,0.015625,38.72928460000003,0,3636
CG,1,15,-0.5039202542341416,0.0009765625,44.17529949999971,0,3876
CG,2,1,-0.3392710831496915,0.0,1.3452760000000126,0,516
CG,2,2,0.7828641488733126,0.0,2.464299100000062,0,756
CG,2,3,-0.124930888743729,0.0,3.862295599999925,0,996
CG,2,4,0.1422508599730858,0.0068359375,6.962981800000307,4,1541
CG,2,5,-0.738687099236689,0.009765625,7.570011099999647,0,1476
CG,2,6,0.172138355564596,0.0009765625,11.904498100000636,3,2069
CG,2,7,-0.1849767982187472,0.001953125,10.905486700000438,1,1712
CG,2,8,-0.2655575414765119,0.0009765625,15.334906900000531,3,2194
CG,2,9,-0.2752897652430208,0.001953125,19.33066559999952,0,2537
CG,2,10,-0.1060165490067765,0.0,18.358546299999944,1,2227
CG,2,11,-0.1349102368782903,0.0048828125,28.020531399999527,0,3158
CG,2,12,-0.169659597628822,0.0,36.16315089999989,3,3810
CG,2,13,0.0646964067169266,0.0,37.09334200000012,3,3671
CG,2,14,0.0382403341340176,0.0,59.57778009999947,4,3930
CG,2,15,-0.0825136723002119,0.0029296875,55.93578660000003,2,3231
CG,3,1,2.9891161692827386,0.0009765625,2.778325999999652,4,661
CG,3,2,2.0471676529602405,0.0,3.437285400000292,2,661
CG,3,3,3.519890860538702,0.0,5.786223199999768,0,955
CG,3,4,2.60410299654425,0.00390625,9.55509879999954,0,1338
CG,3,5,1.792178990071462,0.0126953125,14.409056700000292,1,1780
CG,3,6,2.653135645597031,0.00390625,18.787259100000483,2,2068
CG,3,7,2.545363877055425,0.009765625,21.403833499999564,0,2118
CG,3,8,2.721436507002204,0.0068359375,23.15556490000017,0,2105
CG,3,9,2.826783930034376,0.0029296875,26.65572659999998,2,2232
CG,3,10,2.4702859288723005,0.0029296875,44.581602199999,3,3452
CG,3,11,2.749622881680761,0.0009765625,40.50214980000055,0,2916
CG,3,12,2.361422829391402,0.0068359375,33.239075100000264,1,2239
CG,3,13,2.445987782183804,0.00390625,44.552286599999206,1,2824
CG,3,14,2.4473146670818484,0.0009765625,68.94468649999908,0,4089
CG,3,15,2.37076538840297,0.01171875,76.73742510000011,0,4359
CG,4,1,8.788976546023513,0.0,2.169005600000673,3,453
CG,4,2,5.345862053514575,0.0029296875,4.147280099999989,2,724
CG,4,3,9.190034044939758,0.0048828125,7.168644999999742,0,1078
CG,4,4,6.385242341248224,0.0,8.70167179999953,1,1133
CG,4,5,8.034348822886603,0.0009765625,12.396049999999375,1,1413
CG,4,6,7.254378923742937,0.0029296875,18.01307000000088,0,1858
CG,4,7,8.017796432492618,0.00390625,20.894204599999284,0,1956
CG,4,8,7.211722992683022,0.001953125,23.414698699998556,1,2013
CG,4,9,7.438459772773787,0.0048828125,30.44780919999903,0,2436
CG,4,10,6.929998684695775,0.005859375,31.190553200000068,1,2341
CG,4,11,7.41097973698416,0.001953125,34.81781140000021,1,2428
CG,4,12,7.056177472677451,0.0048828125,46.198746899999605,0,3025
CG,4,13,7.604204838390209,0.0078125,59.835052300000825,1,3677
CG,4,14,7.1357320868925616,0.01171875,49.48718999999983,1,2880
CG,4,15,7.423023398646732,0.00390625,67.00380459999906,2,3714
